id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
561b608b-29a6-47d1-ae18-473318d7c2c3,DNL,Training NT,,2022-10-13 15:09:05,0.8224158287048341,6.51930806384371e-09,9.249594280981456e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
4901cff8-bc53-4cc6-bf8a-f43922df2c27,DNL,Training NT,,2022-10-13 15:22:58,1.3828239440917969,1.4000450924811509e-08,1.986383977212257e-09,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
27e6764d-0590-4e91-a4a2-60143f2e3f83,DNL,Training NT,,2022-10-13 15:23:00,0.8323700428009033,6.579263858839113e-09,9.33465956292093e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
cc8d1c0e-787a-44ba-a2a2-31a3c9459b93,DNL,Training NT,,2022-10-13 15:23:02,0.8229224681854248,6.539585998931823e-09,9.278364615284473e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
2c6ece24-1f79-435e-9896-13d735e7c712,DNL,Training NT,,2022-10-13 15:23:03,0.818246603012085,6.4659104358118724e-09,9.173833726329882e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
b5988f86-3e2f-4724-98a2-59b4a444c411,DNL,Training NT,,2022-10-13 15:23:05,0.8185760974884033,6.502553963514404e-09,9.225823563434236e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
24602263-a2ce-4b53-ab4a-638f7d0a630c,DNL,Training NT,,2022-10-13 15:23:06,0.8272132873535156,6.519921793142204e-09,9.25046504011016e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
5df1be1f-93d9-42b7-9b5b-0a1980ba8ae6,DNL,Training NT,,2022-10-13 15:23:08,0.8262534141540527,6.5724652131393664e-09,9.325013644402134e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
3d5fe271-4186-4877-a380-d1326f2d35df,DNL,Training NT,,2022-10-13 15:23:09,0.822911262512207,6.545176404415542e-09,9.286296282584768e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
ba595b3e-d6b5-4578-8e91-fe53037bc660,DNL,Training NT,,2022-10-13 15:23:11,0.8195955753326416,6.5137665236155355e-09,9.241731943705721e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
76e38f24-25ca-4cac-b6a7-ee46a599391e,DNL,Training NT,,2022-10-13 15:23:12,0.8211565017700195,6.535860982239686e-09,9.273079561601663e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
90812cfa-5df2-44dc-ad8d-85a035fd8a26,DNL,Training NT,,2022-10-13 15:23:14,0.8219690322875977,6.5493185633158636e-09,9.292173177632548e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
d5a2fb2e-ef7d-4e02-96b7-ca307235120e,DNL,Training NT,,2022-10-13 15:23:16,0.8243062496185303,6.475713349232137e-09,9.187742099890556e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
677b64b4-5022-431c-ac16-ec82d84faed4,DNL,Training NT,,2022-10-13 15:23:17,0.8216629028320312,6.5290543625451395e-09,9.263422329579044e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
47790040-a838-4dc5-ad90-f3278f245c46,DNL,Training NT,,2022-10-13 15:23:19,0.8187403678894043,6.531463997703214e-09,9.266841119941318e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
92de968d-c31d-46e1-92e2-64343c71102e,DNL,Training NT,,2022-10-13 15:23:20,0.8256044387817383,6.527239657998507e-09,9.26084762676828e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
2fe61886-1b93-4bec-acf5-d0c3399e05b5,DNL,Training NT,,2022-10-13 15:23:22,0.8269245624542236,6.5676583795948315e-09,9.318193708969147e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
533f1e6a-f6cd-442c-a598-f4bb566fdfdd,DNL,Training NT,,2022-10-13 15:23:23,0.8218436241149902,6.527289512519019e-09,9.260918360361984e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
109c2a19-8e4f-44c7-abb8-847148875df3,DNL,Training NT,,2022-10-13 15:23:25,0.8202371597290039,6.503003713760335e-09,9.226461669083163e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
e621fcec-59d5-409a-82a1-7d883ab88990,DNL,Training NT,,2022-10-13 15:23:26,0.8393373489379883,6.7342422744332e-09,9.554542938965823e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
4790b5a5-7604-4b57-9441-43344237b8f8,DNL,Training NT,,2022-10-13 15:23:28,0.8269948959350586,6.527206421651499e-09,9.260800471039146e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
ba20e9ce-1091-499e-9451-ae890fa7050a,DNL,Training NT,,2022-10-13 15:29:36,1.404587984085083,1.4227127766730518e-08,2.0185448875437256e-09,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
ea93c970-7be7-419b-a86d-40e9df89e5c0,DNL,Training NT,,2022-10-13 15:29:38,0.8249626159667969,6.474454164901998e-09,9.185955569162956e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
8c90c9de-2a31-424c-9122-af7535a47eb5,DNL,Training NT,,2022-10-13 15:29:40,0.8459529876708984,6.669395823261463e-09,9.462538794043363e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
9a05a758-8d14-46ba-b78a-2009aa61c98e,DNL,Training NT,,2022-10-13 15:29:41,0.8258881568908691,6.486668931984239e-09,9.203285880699238e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
4794cc3d-fef2-4e07-8883-62209b410b29,DNL,Training NT,,2022-10-13 15:29:43,0.823261022567749,6.514096204265721e-09,9.242199694612207e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
d8b8b758-936e-4619-b7f7-09940dcf6a00,DNL,Training NT,,2022-10-13 15:29:45,0.8286674022674559,6.527409073460907e-09,9.261087993426334e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
83f9866e-406d-4427-88bf-695c806f5633,DNL,Training NT,,2022-10-13 15:29:46,0.8263924121856691,6.533376350148499e-09,9.269554365590693e-10,"ARMv8 Processor rev 1 (v8l)/1 device(s), TDP:100.1", 0 device(s),Linux,FI/North Ostrobothnia,
